"title","name","vintage","type","temporal","spatial","url","modified","description","contact"
"Aug 1992 Current Population Survey: Basic Monthly","cps/basic/aug",1992,"Microdata",,,"http://api.census.gov/data/1992/cps/basic/aug","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Apr 1992 Current Population Survey: Basic Monthly","cps/basic/apr",1992,"Microdata",,,"http://api.census.gov/data/1992/cps/basic/apr","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Mar 1992 Current Population Survey: Annual Social and Economic (March) Supplement","cps/asec/mar",1992,"Microdata","1992-03/1992-03","United States","http://api.census.gov/data/1992/cps/asec/mar","2022-10-24 00:00:00.0","The Annual Social and Economic Supplement or March CPS supplement is the primary source of detailed information on income and work experience in the United States. Numerous publications based on this survey are issued each year by the Bureaus of Labor Statistics and Census. A public-use microdata file is available for private researchers, who also produce many academic and policy-related documents based on these data.    The Annual Social and Economic Supplement is used to generate the annual Population Profile of the United States, reports on geographical mobility and educational attainment, and detailed analysis of money income and poverty status. The labor force and work experience data from this survey are used to profile the U.S. labor market and to make employment projections.    To allow for the same type of in-depth analysis of hispanics, additional hispanic sample units are added to the basic CPS sample in March each year. Additional weighting is also performed so that estimates can be made for households and families, in addition to persons.","dsd.cps@census.gov"
"1992 County Business Patterns: Business Patterns","cbp",1992,"Aggregate","1992/1992","United States","http://api.census.gov/data/1992/cbp","2019-02-13","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","ewd.county.business.patterns@census.gov"
"Wave 8 Survey of Income and Program Participation - 1991 Panel: Research Topical Modules","sipp/topicalres/1991panel/wave8",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topicalres/1991panel/wave8","2022-12-19 10:20:34.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 8 Survey of Income and Program Participation - 1991 Panel: Education Extract Topical Modules","sipp/topicaledex/1991panel/wave8",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topicaledex/1991panel/wave8","2022-12-19 10:19:30.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 5 Survey of Income and Program Participation - 1991 Panel: Education Extract Topical Modules","sipp/topicaledex/1991panel/wave5",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topicaledex/1991panel/wave5","2022-12-19 10:18:57.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 8 Survey of Income and Program Participation - 1991 Panel: Education Topical Modules","sipp/topicaled/1991panel/wave8",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topicaled/1991panel/wave8","2022-12-19 10:20:02.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 7 Survey of Income and Program Participation - 1991 Panel: Topical Modules","sipp/topical/1991panel/wave7",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topical/1991panel/wave7","2022-12-19 10:14:39.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 6 Survey of Income and Program Participation - 1991 Panel: Topical Modules","sipp/topical/1991panel/wave6",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topical/1991panel/wave6","2022-12-19 10:23:16.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 5 Survey of Income and Program Participation - 1991 Panel: Topical Modules","sipp/topical/1991panel/wave5",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topical/1991panel/wave5","2022-12-19 10:22:43.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 4 Survey of Income and Program Participation - 1991 Panel: Topical Modules","sipp/topical/1991panel/wave4",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topical/1991panel/wave4","2022-12-19 10:22:11.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 3 Survey of Income and Program Participation - 1991 Panel: Topical Modules","sipp/topical/1991panel/wave3",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topical/1991panel/wave3","2022-12-19 10:21:39.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 2 Survey of Income and Program Participation - 1991 Panel: Topical Modules","sipp/topical/1991panel/wave2",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/topical/1991panel/wave2","2022-12-19 10:21:07.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most  interview of the 1991 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics.  Interviews occurred every four months, with the first interview occurring between February 1991 to May 1991.","census.sipp@census.gov"
"Wave 8 Survey of Income and Program Participation - 1991 Panel: Core","sipp/core/1991panel/wave8",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/core/1991panel/wave8","2022-12-19 10:18:25.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for nine interviews.  Each interview covered a four-month reference period, with the first interview covering February 1991 to May 1991.","census.sipp@census.gov"
"Wave 7 Survey of Income and Program Participation - 1991 Panel: Core","sipp/core/1991panel/wave7",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/core/1991panel/wave7","2022-12-19 10:17:53.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for nine interviews.  Each interview covered a four-month reference period, with the first interview covering February 1991 to May 1991.","census.sipp@census.gov"
"Wave 6 Survey of Income and Program Participation - 1991 Panel: Core","sipp/core/1991panel/wave6",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/core/1991panel/wave6","2022-12-19 10:17:21.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for nine interviews.  Each interview covered a four-month reference period, with the first interview covering February 1991 to May 1991.","census.sipp@census.gov"
"Wave 5 Survey of Income and Program Participation - 1991 Panel: Core","sipp/core/1991panel/wave5",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/core/1991panel/wave5","2022-12-19 10:16:48.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for nine interviews.  Each interview covered a four-month reference period, with the first interview covering February 1991 to May 1991.","census.sipp@census.gov"
"Wave 4 Survey of Income and Program Participation - 1991 Panel: Core","sipp/core/1991panel/wave4",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/core/1991panel/wave4","2022-12-19 10:16:16.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for nine interviews.  Each interview covered a four-month reference period, with the first interview covering February 1991 to May 1991.","census.sipp@census.gov"
"Wave 3 Survey of Income and Program Participation - 1991 Panel: Core","sipp/core/1991panel/wave3",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/core/1991panel/wave3","2022-12-19 10:15:44.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for nine interviews.  Each interview covered a four-month reference period, with the first interview covering February 1991 to May 1991.","census.sipp@census.gov"
"Wave 2 Survey of Income and Program Participation - 1991 Panel: Core","sipp/core/1991panel/wave2",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/core/1991panel/wave2","2022-12-19 10:15:12.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for nine interviews.  Each interview covered a four-month reference period, with the first interview covering February 1991 to May 1991.","census.sipp@census.gov"
"Wave 1 Survey of Income and Program Participation - 1991 Panel: Core","sipp/core/1991panel/wave1",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/core/1991panel/wave1","2022-12-19 10:23:48.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. These microdata contain demographic and social characteristic information for each sample member, as well as detailed data on labor force activity, types and amounts of income, and participation in various cash and noncash benefit programs.  Questions about these topics were repeated for nine interviews.  Each interview covered a four-month reference period, with the first interview covering February 1991 to May 1991.","census.sipp@census.gov"
"1991 Survey of Income and Program Participation - 1991 Panel: Type of Benefit and Year of Death Data","sipp/benefit/1991panel",1991,"Microdata","1991/1991","United States","http://api.census.gov/data/1991/sipp/benefit/1991panel","2022-12-19 10:14:07.0","This file contains two items from the benefit records of the Social Security Administration (SSA) for the SIPP 1991 Panel: (1) a summary type of benefit code for the Old-Age-Survivors and Disability Insurance (OASDI) program, popularly known as Social Security for persons in current payment status as of December of the initial full calendar year of each panel, and (2) year of death for sample members identified as having died prior to 1997.","census.sipp@census.gov"
"Sep 1991 Current Population Survey: Basic Monthly","cps/basic/sep",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/sep","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Oct 1991 Current Population Survey: Basic Monthly","cps/basic/oct",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/oct","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Nov 1991 Current Population Survey: Basic Monthly","cps/basic/nov",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/nov","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"May 1991 Current Population Survey: Basic Monthly","cps/basic/may",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/may","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Mar 1991 Current Population Survey: Basic Monthly","cps/basic/mar",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/mar","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Jun 1991 Current Population Survey: Basic Monthly","cps/basic/jun",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/jun","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Jul 1991 Current Population Survey: Basic Monthly","cps/basic/jul",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/jul","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Jan 1991 Current Population Survey: Basic Monthly","cps/basic/jan",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/jan","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Feb 1991 Current Population Survey: Basic Monthly","cps/basic/feb",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/feb","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Dec 1991 Current Population Survey: Basic Monthly","cps/basic/dec",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/dec","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Aug 1991 Current Population Survey: Basic Monthly","cps/basic/aug",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/aug","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"Apr 1991 Current Population Survey: Basic Monthly","cps/basic/apr",1991,"Microdata",,,"http://api.census.gov/data/1991/cps/basic/apr","2021-12-16 00:00:00.0","To provide estimates of employment, unemployment, and other characteristics of the general labor force, of the population as a whole, and of various subgroups of the population. Monthly labor force data for the country are used by the Bureau of Labor Statistics (BLS) to determine the distribution of funds under the Job Training Partnership Act. These data are collected through combined computer-assisted personal interviewing (CAPI) and computer-assisted telephone interviewing (CATI). In addition to the labor force data, the CPS basic funding provides annual data on work experience, income, and migration from the March Annual Demographic Supplement and on school enrollment of the population from the October Supplement. Other supplements, some of which are sponsored by other agencies, are conducted biennially or intermittently.","dsd.cps@census.gov"
"1991 County Business Patterns: Business Patterns","cbp",1991,"Aggregate","1991/1991","United States","http://api.census.gov/data/1991/cbp","2019-02-13","County Business Patterns (CBP) is an annual series that provides economic data by industry at the U.S., State, County and Metropolitan Area levels. This series includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll. CBP provides statistics for businesses with paid employees for the U.S., Puerto Rico, and the Island Areas. Census Bureau staff identified a processing error that affects selected data from the 2014 County Business Patterns (CBP). As a result, we suppressed 2014 employment and payroll totals in the Health Care and Social Assistance sector (Sector 62) for the following geographies: U.S.; Michigan; Battle Creek, MI metro area; Calhoun County, MI; and the 3rd congressional district of Michigan. This processing error did not affect other sectors. While suppressed values can be derived by subtraction, we do not recommend using the derived values in any analyses.  The Census Bureau plans to release revised statistics at a later date.","ewd.county.business.patterns@census.gov"
"Wave 5 Survey of Income and Program Participation - 1990 Panel: Research Topical Modules","sipp/topicalres/1990panel/wave5",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topicalres/1990panel/wave5","2022-12-21 10:05:34.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 8 Survey of Income and Program Participation - 1990 Panel: Education Extract Topical Modules","sipp/topicaledex/1990panel/wave8",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topicaledex/1990panel/wave8","2022-12-21 10:04:29.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 5 Survey of Income and Program Participation - 1990 Panel: Education Extract Topical Modules","sipp/topicaledex/1990panel/wave5",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topicaledex/1990panel/wave5","2022-12-21 10:03:57.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 5 Survey of Income and Program Participation - 1990 Panel: Education Topical Modules","sipp/topicaled/1990panel/wave5",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topicaled/1990panel/wave5","2022-12-21 10:05:02.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 8 Survey of Income and Program Participation - 1990 Panel: Topical Modules","sipp/topical/1990panel/wave8",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topical/1990panel/wave8","2022-12-21 09:59:39.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 7 Survey of Income and Program Participation - 1990 Panel: Topical Modules","sipp/topical/1990panel/wave7",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topical/1990panel/wave7","2022-12-21 10:08:15.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 6 Survey of Income and Program Participation - 1990 Panel: Topical Modules","sipp/topical/1990panel/wave6",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topical/1990panel/wave6","2022-12-21 10:07:43.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 4 Survey of Income and Program Participation - 1990 Panel: Topical Modules","sipp/topical/1990panel/wave4",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topical/1990panel/wave4","2022-12-21 10:07:11.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 3 Survey of Income and Program Participation - 1990 Panel: Topical Modules","sipp/topical/1990panel/wave3",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topical/1990panel/wave3","2022-12-21 10:06:38.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
"Wave 2 Survey of Income and Program Participation - 1990 Panel: Topical Modules","sipp/topical/1990panel/wave2",1990,"Microdata","1990/1990","United States","http://api.census.gov/data/1990/sipp/topical/1990panel/wave2","2022-12-21 10:06:06.0","SIPP is a nationally representative longitudinal survey that provides comprehensive data about the income and government program participation of individuals and households in the United States. Most interviews of the 1990 SIPP Panel included a topical module that asked for detailed information on one of a rotating group of topics. These microdata contain data for these rotating topics. Interviews occurred every four months, with the first interview occurring between February 1990 to May 1990.","census.sipp@census.gov"
